Depth	Taxa_id	Taxonomic_Tree	kraken_mean
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	3.49269589969975E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.5461500301931E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	3.93419823341138E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.64401180104522E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	8.18599314313543E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	3.10067435606838E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	4.58485459764061E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.82269535186068E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.7605281367144E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.25033671466785E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	5.49739011404336E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	6.83334387908319E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	2.44106838427749E-06
Class	117743	Bacteria|Bacteroidota|Flavobacteriia	1.36174220086741E-05
Class	28216	Bacteria|Pseudomonadota|Betaproteobacteria	0.000153429753396803
Class	28216	Bacteria|Pseudomonadota|Betaproteobacteria	0.000210892017066793
Class	28216	Bacteria|Pseudomonadota|Betaproteobacteria	2.92326555337453E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	7.95055184856829E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	1.10088516150416E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	5.85829229413889E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	3.54018168816845E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	7.73379241928645E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	2.10659060744208E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	1.88637687366629E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	6.9590033202596E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	3.81240086103073E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	5.48443920956173E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	3.97511821564157E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	7.60051992985263E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	7.45611897021181E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	4.72861083816519E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	1.60263866002638E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	1.87381148382935E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	5.37496836166797E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	7.47471800388794E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	3.76891594285278E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	2.08312176627895E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	9.99007375171947E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	1.24241781723919E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	5.11919313043117E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	2.28084107062433E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	4.96747625562478E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	5.34674674151648E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	2.64322619878908E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	1.27498663333819E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	7.28135777403369E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	3.48536636980446E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	1.59641513746849E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	2.26732678374424E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	1.05404572687368E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	1.44753344309126E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	1.7369856351288E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	1.25095810708478E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	6.23826150208995E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	2.2351166163498E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	4.54385105421475E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	5.11325098050509E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	5.07933144167886E-06
Class	768503	Bacteria|Bacteroidota|Cytophagia	3.02026248799257E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	1.22556798078067E-05
Class	768503	Bacteria|Bacteroidota|Cytophagia	3.88502470719746E-06
Class	2008785	Bacteria|Pseudomonadota|Hydrogenophilia	3.94144070168155E-06
Class	2008785	Bacteria|Pseudomonadota|Hydrogenophilia	4.34879366620126E-06
Class	2008785	Bacteria|Pseudomonadota|Hydrogenophilia	3.32431695108501E-06
Class	2008785	Bacteria|Pseudomonadota|Hydrogenophilia	3.16382417152628E-06
Class	2008785	Bacteria|Pseudomonadota|Hydrogenophilia	1.43864724410679E-06
