Name	Depth	Clade	Quantity	Status
Mediterraneibacter_massiliensis	Species	1720300	0.0009447000129626064	HEALTY
Intestinibacillus_sp_Marseille_P6563	Species	2364792	0.001950399969317083	HEALTY
Faecalicatena_contorta	Species	39482	0.010506300093534498	HEALTY
Eggerthella_sinensis	Species	242230	0.00017300000571116947	HEALTY
Enterococcus_faecalis	Species	1351	0.026974700516041034	HEALTY
Holdemania_massiliensis	Species	1468449	0.002269699966293319	HEALTY
Actinomyces_sp_ICM47	Species	936548	0.0036287000298061635	HEALTY
Escherichia_coli	Species	562	0.1152856010214132	HEALTY
Longicatena_caecimuris	Species	1796635	0.005733200201535206	HEALTY
Streptococcus_rubneri	Species	1234680	0.005017400079910315	HEALTY
Firmicutes_bacterium	Species	1879010	6.220000301995846e-05	HEALTY
Phascolarctobacterium_faecium	Species	33025	0.11047209981351813	HEALTY
Blautia_hansenii	Species	1322	0.012414900391695367	HEALTY
Clostridium_sp_AT4	Species	1720194	0.010134900019083019	HEALTY
Massiliimalia_timonensis	Species	1987501	0.0013761999959906919	HEALTY
Streptococcus_anginosus	Species	1328	0.0020115000061306687	HEALTY
Pseudoflavonifractor_phocaeensis	Species	1870988	0.011445500091255171	HEALTY
Erysipelatoclostridium_ramosum	Species	1547	0.035783699809800056	HEALTY
Enterocloster_bolteae	Species	208479	0.02090190010127999	HEALTY
Hungatella_hathewayi	Species	154046	0.02429430134102716	HEALTY
Clostridium_sp_Marseille_P3244	Species	1871020	0.0020255999998465804	HEALTY
Gemella_sanguinis	Species	84135	0.0009223000167709475	HEALTY
Massilioclostridium_coli	Species	1870991	0.0042912999926397995	HEALTY
Granulicatella_adiacens	Species	46124	0.00022519999883981542	HEALTY
Schaalia_odontolytica	Species	1660	0.004942699987327648	HEALTY
Neobittarella_massiliensis	Species	2041842	0.001861699986480231	HEALTY
Streptococcus_parasanguinis	Species	1318	0.038048499701254956	HEALTY
Anaerofustis_stercorihominis	Species	214853	0.0014398000490205985	HEALTY
Dielma_fastidiosa	Species	1034346	0.0013972000288114924	HEALTY
Roseburia_intestinalis	Species	166486	0.572681602601696	HEALTY
Sutterella_wadsworthensis	Species	40545	0.2237404002717683	HEALTY
Schaalia_turicensis	Species	131111	0.0008624000134197728	HEALTY
bacterium_210917_DFI_7_65	Species	2883295	0.007446399957414243	HEALTY
Leuconostoc_lactis	Species	1246	0.0011738999710269537	HEALTY
Eubacterium_sulci	Species	143393	0.0005215000019028515	HEALTY
Eisenbergiella_tayi	Species	1432052	0.04477129969321204	HEALTY
Verrucomicrobiae	Class	203494	0.3318432006346091	HEALTY
Verrucomicrobiales	Order	48461	0.3318432006346091	HEALTY
Akkermansiaceae	Family	1647988	0.3318432006346091	HEALTY
Akkermansia	Genus	239934	0.3318432006346091	HEALTY
Desulfovibrio	Genus	872	0.04852580003252586	HEALTY
Frisingicoccus	Genus	1918511	0.0016280000267594869	HEALTY
Faecalicoccus	Genus	1573536	0.013314599924383077	HEALTY
Dakarella	Genus	1987748	0.024974199174498522	HEALTY
Anaerotruncus	Genus	244127	0.01911370020205334	HEALTY
Merdimonas	Genus	2023266	0.034122799647960764	HEALTY
Intestinimonas	Genus	1392389	0.02196889998069022	HEALTY
Enorma	Genus	1472762	0.0669587994516944	HEALTY
Jingyaoa	Genus	2944197	0.001877300049316677	HEALTY
Citrobacter	Genus	544	0.013812599417057687	HEALTY
Provencibacterium	Genus	1987016	0.0011378000161724414	HEALTY
Anaerofilum	Genus	52784	0.0005168000068854672	HEALTY
Marvinbryantia	Genus	248744	5.660000009535e-05	HEALTY
