Depth	Taxaid	Taxonomic Tree	MetaPhlAn Average	Kraken Average
Genus	1870884	Bacteria|Bacillota|Clostridia|Eubacteriales|Peptostreptococcaceae|Clostridioides	0	0.0007643289849130879	-0.0007643289849130879
Genus	568	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Hafnia	0.00040490001817361813	0	0.00040490001817361813
Genus	1505663	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelatoclostridium	1.8599999797898415e-05	0	1.8599999797898415e-05
Genus	1918454	Bacteria|Bacillota|Clostridia|Eubacteriales|Eubacteriaceae|Flintibacter	0	0.0001669142731866002	-0.0001669142731866002
Genus	2944200	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_Family_XIII_Incertae_Sedis|Lentihominibacter	9.609999895580848e-05	0	9.609999895580848e-05
Genus	2981631	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Brotolimicola	0.00414559995495525	0	0.00414559995495525
Genus	1506553	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium	0.00019250000850115875	0.0012695523439162255	-0.0010770523354150668
Genus	118747	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Bulleidia	2.1400000447669135e-05	0	2.1400000447669135e-05
Genus	1279384	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Coprobacillaceae|Eggerthia	7.750000483322694e-05	0	7.750000483322694e-05
Genus	3025755	Bacteria|Bacillota|Erysipelotrichia|Erysipelotrichales|Coprobacillaceae|Thomasclavelia	0	0.00044904646889395414	-0.00044904646889395414
Genus	1924093	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Anaeromassilibacillus	0.0001640999929643693	0	0.0001640999929643693
Genus	2944197	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Jingyaoa	0.00012089999712704972	0	0.00012089999712704972
Genus	2316	Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanosphaera	0.000462400019051914	0	0.000462400019051914
Genus	29521	Bacteria|Spirochaetes|Spirochaetia|Brachyspirales|Brachyspiraceae|Brachyspira	0.00997499976296378	1.550873062099e-05	0.00995949103234279
Genus	1472762	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Enorma	2.22000003089295e-05	0	2.22000003089295e-05
Genus	1981028	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Mailhella	8.80000014996077e-06	0	8.80000014996077e-06
Genus	2767893	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lentilactobacillus	5.5200000345420686e-05	0	5.5200000345420686e-05
Genus	2678885	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalibacillus	0.0012885999859984889	0.002922843040663079	-0.00163424305466459
Genus	1940255	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Fournierella	5.1300002820223364e-05	0	5.1300002820223364e-05
Genus	1432051	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Eisenbergiella	0.00012460000550256823	0	0.00012460000550256823
Genus	2944147	Bacteria|Firmicutes|Clostridia|Eubacteriales|Christensenellaceae|Gehongia	1.800000051109145e-06	0	1.800000051109145e-06
Genus	1928820	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Intestinibacillus	4.7999999478447524e-06	0.0003705235972572406	-0.0003657235973093959
Genus	1926663	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Phocea	0.00038739999388916804	0	0.00038739999388916804
Genus	1485	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium	0.014570199841684917	0.0012352960676659005	0.013334903774019016
Genus	2508948	Bacteria|Firmicutes|Clostridia|Candidatus_Borkfalkiales|Candidatus_Borkfalkiaceae|Candidatus_Borkfalkia	0.0032684999644855355	0	0.0032684999644855355
Genus	2944193	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Simiaoa	0.00029149999683265523	0.004245424553940321	-0.003953924557107666
Genus	265975	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Oribacterium	5.100000106687505e-06	0	5.100000106687505e-06
Genus	204475	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Gemmiger	0.015650199829949987	0	0.015650199829949987
Genus	2944199	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_Family_XIII_Incertae_Sedis|Zhenpiania	0.00010390000144584573	0	0.00010390000144584573
Genus	189330	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Dorea	0.006819599925900431	0.007792962552814003	-0.0009733626269135725
Genus	2767353	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Lancefieldella	1.0700000223834568e-05	0	1.0700000223834568e-05
Genus	2316020	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Mediterraneibacter	0.0032965999641802104	0.009822561847112027	-0.0065259618829318165
Genus	1505652	Bacteria|Firmicutes|Clostridia|Eubacteriales|Peptostreptococcaceae|Terrisporobacter	2.9400000107438716e-05	6.275591005129905e-05	-3.335590994386034e-05
Genus	160674	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Raoultella	0.0002685999869352076	0	0.0002685999869352076
Genus	1763508	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnotalea	9.77999975054118e-05	0	9.77999975054118e-05
Genus	165779	Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Anaerococcus	2.0900000437209578e-05	0	2.0900000437209578e-05
Genus	150022	Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Finegoldia	3.420000097107375e-05	0	3.420000097107375e-05
Genus	2944146	Bacteria|Firmicutes|Clostridia|Eubacteriales|Bianqueaceae|Bianquea	0.00012899999631849903	0	0.00012899999631849903
Genus	80865	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Delftia	0	3.176078592745366e-06	-3.176078592745366e-06
Genus	46255	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Weissella	6.499999898750524e-06	0	6.499999898750524e-06
Genus	88138	Bacteria|Actinomycetota|Actinomycetes|Geodermatophilales|Geodermatophilaceae|Modestobacter	0	3.66206826669099e-06	-3.66206826669099e-06
Genus	2974257	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Hoylesella	0	0.00020411976527304592	-0.00020411976527304592
Genus	4930	Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Saccharomyces	9.580000200405154e-05	0	9.580000200405154e-05
Genus	2060094	Bacteria|Bacillota|Clostridia|Eubacteriales|Eubacteriales Family XIII. Incertae Sedis|Aminipila	0	9.641667156548432e-06	-9.641667156548432e-06
Genus	1935176	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Angelakisella	2.100000029223061e-06	0	2.100000029223061e-06
Genus	581	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Morganella	0.0009059999611561156	3.161899670456324e-05	0.0008743809644515524
Genus	2316203	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Catenibacillus	0.00011099999683219685	0	0.00011099999683219685
Genus	644652	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Gordonibacter	9.919999716895428e-05	2.9322011293738468e-05	6.987798587521581e-05
Genus	70774	Bacteria|Proteobacteria|Hydrogenophilalia|Hydrogenophilales|Hydrogenophilaceae|Hydrogenophilus	0.00040080002756412664	3.0702253473489767e-06	0.00039772980221677764
Genus	836	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas	2.0000000418382373e-06	0	2.0000000418382373e-06
Genus	2884456	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Gallibacter	0.0001663999930224716	0	0.0001663999930224716
Genus	1253	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Pediococcus	0.00017400000869719154	1.0605833872203275e-05	0.00016339417482498825
Genus	1164882	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoanaerobaculum	8.900000186180154e-06	0	8.900000186180154e-06
Genus	84111	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella	1.7599999722378315e-05	0.0001874737105057108	-0.0001698737107833325
Genus	248744	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Marvinbryantia	4.4999997811185195e-06	0.00031766457496369276	-0.00031316457518257426
Genus	2163168	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Kineothrix	5.049999855879226e-05	0	5.049999855879226e-05
Genus	1980697	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|Duodenibacillus	0.027446899701770857	5.112919377428477e-05	0.027395770507996572
Genus	1269	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Micrococcus	0	1.4659634541396014e-06	-1.4659634541396014e-06
Genus	2815778	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Porcincola	0.004582200028129889	0	0.004582200028129889
Genus	52784	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Anaerofilum	8.59999990655518e-06	0	8.59999990655518e-06
Genus	2005359	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Faecalicatena	0.009381499898063654	0	0.009381499898063654
Genus	194	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter	3.3999999463685378e-06	0.00010472552002686282	-0.00010132552008049429
Genus	1935200	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Merdibacter	9.100000384431483e-06	0	9.100000384431483e-06
Genus	2892396	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Vescimonas	0.0004391999952277948	0.0007072446437774055	-0.0002680446485496107
Genus	1279	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus	9.99999954246301e-07	2.4501177715464247e-05	-2.3501177761217947e-05
Genus	2847313	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Tractidigestivibacter	0.0001211000035334604	0	0.0001211000035334604
Genus	39948	Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Dialister	0.01138109982047499	0.012462138378284629	-0.0010810385578096382
Genus	1866885	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Mycobacteriaceae|Mycolicibacterium	0	1.2633941530269903e-05	-1.2633941530269903e-05
Genus	34072	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax	0	1.0861054473406027e-05	-1.0861054473406027e-05
Genus	1730	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium	0.0010676999883987171	0.0004970846576092278	0.0005706153307894893
Genus	2742598	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus	5.61999975904787e-05	6.976029766208571e-06	4.922396782427013e-05
Genus	580596	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Butyricicoccus	0.00308370016952676	0	0.00308370016952676
Genus	2983459	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Qingrenia	0.00010389999753102123	0	0.00010389999753102123
Genus	286	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	5.300000237886333e-05	2.9775736806987805e-06	5.002242869816455e-05
Genus	2983509	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Jilunia	0.010109400446449944	0	0.010109400446449944
Genus	2039302	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Monoglobus	0.0006141000259427883	4.355764927193644e-05	0.0005705423766708519
Genus	3076670	Bacteria|Bacillota|Clostridia|Eubacteriales|Lachnospiraceae|Claveliimonas	0	0.00024756398316667005	-0.00024756398316667005
Genus	2718525	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Absicoccus	0.008246600030136194	0	0.008246600030136194
Genus	2767881	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Fructilactobacillus	5.000000033056687e-07	0	5.000000033056687e-07
Genus	2767887	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus	3.299999972119434e-06	2.4075810046792995e-05	-2.077581007467356e-05
Genus	28050	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnospira	0.010015799891171554	0.005932092433755579	0.004083707457415975
Genus	3059504	Bacteria|Bacillota|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Allocoprobacillus	0	1.4802794869759651e-05	-1.4802794869759651e-05
Genus	1912216	Bacteria|Actinobacteria|Actinomycetia|Propionibacteriales|Propionibacteriaceae|Cutibacterium	0.9295346639266705	5.382868744817033e-06	0.9295292810579256
Genus	86331	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_Family_XIII_Incertae_Sedis|Mogibacterium	5.20000014764864e-06	0	5.20000014764864e-06
Genus	419014	Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Alloscardovia	4.0000000264453494e-07	0	4.0000000264453494e-07
Genus	1766253	Bacteria|Bacillota|Clostridia|Eubacteriales|Lachnospiraceae|Agathobacter	0	0.03873281723757672	-0.03873281723757672
Genus	46254	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Oenococcus	3.400000161570281e-06	0	3.400000161570281e-06
Genus	2817139	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Weizmannia	0.00010800000503796523	0	0.00010800000503796523
Genus	2048137	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Agathobaculum	0.0028879999686199256	0.00014161907582294962	0.002746380892796976
Genus	244127	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Anaerotruncus	2.049999977725363e-05	0.00025085349313772775	-0.00023035349336047412
Genus	651554	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Paraeggerthella	0.0003432999811677196	0	0.0003432999811677196
Genus	2005355	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Faecalimonas	9.769999581120583e-05	0	9.769999581120583e-05
Genus	2918511	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Diplocloster	1.0299999536438504e-05	0	1.0299999536438504e-05
Genus	2892397	Bacteria|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Pusillibacter	0	0.000294694720855445	-0.000294694720855445
Genus	162289	Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Peptoniphilus	3.4000000965394964e-06	0	3.4000000965394964e-06
Genus	1017280	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Pseudoflavonifractor	0.002705299922794073	0	0.002705299922794073
Genus	482	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria	0.00022900001321871663	0	0.00022900001321871663
Genus	848	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium	1.629999974288446e-05	0	1.629999974288446e-05
Genus	12916	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax	0	1.2723456394419182e-06	-1.2723456394419182e-06
Genus	2944143	Bacteria|Firmicutes|Clostridia|Eubacteriales|Yeguiaceae|Yeguia	3.9199999574065475e-05	0	3.9199999574065475e-05
Genus	1578	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus	5.40999984560527e-05	2.8301128888927457e-05	2.579886956712524e-05
Genus	2974251	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Segatella	0.006152399933150011	0.0029829900290131942	0.0031694099041368164
Genus	1649512	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Vulcaniibacterium	0.0008740000601074021	0	0.0008740000601074021
Genus	2172004	Bacteria|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Lawsonibacter	0.0015400999832657714	0.000259757856335246	0.0012803421269305254
Genus	2023266	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Merdimonas	0.00047439998646120886	0	0.00047439998646120886
Genus	1348911	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Barnesiellaceae|Coprobacter	5.269999942737884e-05	0.0032661714649699376	-0.003213471465542559
Genus	1981033	Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Mordavella	0.0006785999876639915	0	0.0006785999876639915
Genus	1330547	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Kosakonia	8.999999601492256e-06	0	8.999999601492256e-06
Genus	1827	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Nocardiaceae|Rhodococcus	0	3.7340578548838905e-06	-3.7340578548838905e-06
Genus	2739835	Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Peptidiphaga	3.100000064849267e-06	0	3.100000064849267e-06
Genus	2944151	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Fumia	2.099999899217452e-06	0	2.099999899217452e-06
Genus	2683202	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Massilicoli	0.00025000000709849237	0	0.00025000000709849237
Genus	2053	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Gordoniaceae|Gordonia	0	6.5276863240933195e-06	-6.5276863240933195e-06
Genus	570	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella	0.0001505999935431689	0	0.0001505999935431689
Genus	586	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia	0.00010209999562256006	0	0.00010209999562256006
Genus	1763	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Mycobacteriaceae|Mycobacterium	0	2.7053383727491775e-05	-2.7053383727491775e-05
Genus	1743	Bacteria|Actinobacteria|Actinomycetia|Propionibacteriales|Propionibacteriaceae|Propionibacterium	7.00000014643383e-06	1.5489425175814657e-06	5.451057628852364e-06
Genus	83654	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Leclercia	0.0004647999889549438	0	0.0004647999889549438
Genus	239934	Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia	0.002769300038536868	6.953343490546104e-05	0.0026997666036314067
Genus	2815776	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Bilifractor	0.0005877000036078599	0	0.0005877000036078599
Genus	264995	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Anaerofustis	2.60000007382432e-06	0	2.60000007382432e-06
Genus	459786	Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Oscillibacter	0.0106146998846641	0.00018684983792499298	0.010427850046739108
Genus	172900	Bacteria|Lentisphaerae|Lentisphaeria|Victivallales|Victivallaceae|Victivallis	0.002190899976194389	0	0.002190899976194389
Genus	1918450	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Cuneatibacter	3.89000017178965e-05	0	3.89000017178965e-05
Genus	1686313	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Fenollaria	6.170000139811178e-05	0	6.170000139811178e-05
Genus	2813348	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Luxibacter	9.61000007362986e-05	0	9.61000007362986e-05
Genus	1980681	Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriales_unclassified|Colidextribacter	1.5399999306908052e-05	0	1.5399999306908052e-05
Genus	2944198	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Wansuia	0.0001549999933545231	0.00023605069826796807	-8.105070491344496e-05
Genus	572511	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia	0.011698499872887881	0.023593641615431843	-0.011895141742543962
Genus	239759	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes	0.03586219961033293	0.00919199681507376	0.026670202795259168
Genus	61170	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Holdemania	2.9499999679462538e-05	0	2.9499999679462538e-05
Genus	724	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus	0.0008971999858476035	0.005524164839499846	-0.0046269648536522425
